시군구,,,,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
경기도,김포시,양촌읍,학운리,3019,3019,0,자연앤데시앙(금빛마을),84.554,202203,6,33000,2,2010,황금로89번길 25,,중개거래,경기 김포시
경기도,김포시,운양동,,1300-3,1300,3,김포한강신도시반도유보라2차,59.4267,202203,1,55800,10,2013,김포한강11로 276,,중개거래,경기 김포시
경기도,김포시,운양동,,1300-3,1300,3,김포한강신도시반도유보라2차,59.1119,202203,7,55000,10,2013,김포한강11로 276,,중개거래,경기 김포시
경기도,김포시,운양동,,1300-3,1300,3,김포한강신도시반도유보라2차,59.4267,202203,16,53500,15,2013,김포한강11로 276,,중개거래,경기 김포시
경기도,김포시,운양동,,1304-1,1304,1,김포한강이랜드타운힐스,72.595,202203,13,59500,13,2018,김포한강11로255번길 15,,중개거래,경기 김포시
경기도,김포시,운양동,,1250-3,1250,3,한강신도시e편한세상,101.91,202203,9,68000,7,2012,김포한강11로 287,,중개거래,경기 김포시
경기도,김포시,운양동,,1340-7,1340,7,한강신도시반도유보라6차,72.7719,202203,5,55700,5,2017,모담공원로 53,,중개거래,경기 김포시
경기도,김포시,장기동,,1629,1629,0,고창마을(자연앤어울림),84.67,202203,12,54000,14,2009,김포한강2로 192,,중개거래,경기 김포시
경기도,김포시,장기동,,1868-2,1868,2,한강현대성우오스타,122.61,202203,2,62400,12,2012,김포한강2로 292,,중개거래,경기 김포시
경기도,김포시,장기동,,1885-6,1885,6,한강호반베르디움,59.992,202203,5,45000,10,2012,김포한강2로 229,,중개거래,경기 김포시
경기도,김포시,통진읍,도사리,972,972,0,백석마을(신일해피),84.841,202203,8,27800,3,2004,김포대로 1991,,중개거래,경기 김포시
경기도,김포시,통진읍,마송리,134,134,0,현대1,84.743,202203,4,28000,12,1997,김포대로2270번길 29,,중개거래,경기 김포시
경기도,김포시,풍무동,,797,797,0,김포풍무꿈에그린더포레듀4단지,59.95,202203,5,49800,5,2018,유현로33번길 73,,중개거래,경기 김포시
경기도,김포시,풍무동,,797,797,0,김포풍무꿈에그린더포레듀4단지,74.996,202203,5,57000,23,2018,유현로33번길 73,,중개거래,경기 김포시
경기도,김포시,풍무동,,100,100,0,신안,59.88,202203,5,29500,4,1997,풍무로 113,,중개거래,경기 김포시
경기도,김포시,풍무동,,740,740,0,장릉마을(삼성쉐르빌),27.45,202203,13,10000,10,2002,승가로 89,,중개거래,경기 김포시
경기도,김포시,풍무동,,BL 24--1,24,1,풍무 센트럴 푸르지오,84.9553,202203,12,76000,17,2018,유현로 215,,중개거래,경기 김포시
경기도,김포시,풍무동,,BL 25--1,25,1,풍무 푸르지오,84.9975,202203,10,70000,19,2016,유현로 200,,중개거래,경기 김포시
경기도,김포시,풍무동,,770,770,0,한화유로메트로1차,84.987,202203,17,55000,4,2014,풍무로68번길 39,,중개거래,경기 김포시
경기도,남양주시,금곡동,,628,628,0,신성푸른솔,59.964,202203,2,31300,18,1997,홍유릉로248번길 42,,중개거래,경기 남양주시
경기도,남양주시,다산동,,924827,4432,2,남양i-좋은집2단지,84.9826,202203,6,72700,24,2005,미금로57번길 22,,중개거래,경기 남양주시
경기도,남양주시,다산동,,6014,6014,0,다산반도유보라메이플타운,82.1967,202203,8,86000,20,2018,다산순환로 300,,중개거래,경기 남양주시
경기도,남양주시,다산동,,6014,6014,0,다산반도유보라메이플타운,82.1967,202203,15,82000,3,2018,다산순환로 300,,중개거래,경기 남양주시
경기도,남양주시,다산동,,4436,4436,0,다산센트레빌,84.99,202203,17,82500,17,2016,미금로 16,,중개거래,경기 남양주시
경기도,남양주시,다산동,,6151,6151,0,다산자연앤e편한세상2차,84.8,202203,8,87000,7,2019,다산중앙로20번길 7,,중개거래,경기 남양주시
경기도,남양주시,다산동,,6024,6024,0,다산한양수자인리버팰리스,84.6174,202203,13,99000,5,2017,다산순환로 171,,중개거래,"경기 남양주시, 서울 강남구"
경기도,남양주시,다산동,,3718,3718,0,한화꿈에그린,84.921,202203,4,77300,6,2008,다산지금로16번길 56,,중개거래,경기 남양주시
경기도,남양주시,다산동,,3720,3720,0,힐스테이트 황금산,122.99,202203,11,104000,5,2017,경춘로 468-40,,중개거래,"경기 남양주시, 경기 포천시"
경기도,남양주시,다산동,,3720,3720,0,힐스테이트 황금산,59.99,202203,12,78000,17,2017,경춘로 468-40,,중개거래,경기 남양주시
경기도,남양주시,별내동,,914,914,0,상록리슈빌,84.96,202203,1,78500,8,2013,별내5로 119,,중개거래,경기 의정부시
경기도,남양주시,오남읍,양지리,193-1,193,1,극동,63.93,202203,5,23200,3,1992,진건오남로884번길 22-59,,중개거래,경기 남양주시
경기도,남양주시,오남읍,양지리,193-1,193,1,극동,70.74,202203,15,16519,2,1992,진건오남로884번길 22-59,,직거래,-
경기도,남양주시,오남읍,오남리,464,464,0,금호어울림,59.95,202203,14,32500,3,2006,진건오남로 470,,중개거래,경기 남양주시
경기도,남양주시,오남읍,오남리,749-1,749,1,보영,47.49,202203,10,8500,2,1991,진건오남로759번길 5,,직거래,-
경기도,남양주시,오남읍,오남리,519,519,0,한신(2차),59.8,202203,1,24750,6,1998,진건오남로 529-2,,중개거래,경기 남양주시
경기도,남양주시,진접읍,금곡리,984,984,0,원일플로라,127.462,202203,11,69500,10,2009,해밀예당1로189번길 3,,중개거래,경기 남양주시
경기도,남양주시,진접읍,내각리,736-1,736,1,우남,70.2,202203,5,21000,2,1992,내각1로73번길 15,,중개거래,경기 남양주시
경기도,남양주시,진접읍,내각리,736-1,736,1,우남,70.2,202203,11,21800,4,1992,내각1로73번길 15,,중개거래,경기 남양주시
경기도,남양주시,진접읍,내각리,226,226,0,한신,59.8,202203,2,29000,8,1999,내각1로99번길 34-1,,중개거래,경기 남양주시
경기도,남양주시,진접읍,부평리,735-3,735,3,진접한일,60,202203,17,24500,1,2000,금강로1576번길 19,,중개거래,경기 남양주시
경기도,남양주시,진접읍,장현리,621,621,0,길훈,84.934,202203,3,37000,18,2009,봉현로 51-4,,중개거래,경기 남양주시
경기도,남양주시,진접읍,장현리,621,621,0,길훈,84.934,202203,9,37000,16,2009,봉현로 51-4,,중개거래,경기 남양주시
경기도,남양주시,진접읍,장현리,637,637,0,대명,59.91,202203,8,25000,10,1995,장현로 70,,중개거래,경기 남양주시
경기도,남양주시,진접읍,장현리,633-1,633,1,삼신,83.6,202203,10,30000,7,1992,봉현로36번길 11-1,,중개거래,경기 남양주시
경기도,남양주시,진접읍,장현리,18629,51,1,정광산호,75.275,202203,6,28400,14,1994,금강로 1530-13,,중개거래,경기 남양주시
경기도,남양주시,진접읍,진벌리,657,657,0,신창비바패밀리,84.98,202203,9,30000,7,2006,진벌로 85-2,,중개거래,경기 남양주시
경기도,남양주시,진접읍,진벌리,657,657,0,신창비바패밀리,84.98,202203,11,31000,2,2006,진벌로 85-2,,중개거래,경기 남양주시
경기도,남양주시,진접읍,진벌리,657,657,0,신창비바패밀리,84.972,202203,15,30000,12,2006,진벌로 85-2,,중개거래,경기 남양주시
경기도,남양주시,퇴계원읍,퇴계원리,369,369,0,신별내퇴계원어울림,84.957,202203,2,61500,3,2012,141,,중개거래,경기 남양주시
경기도,남양주시,퇴계원읍,퇴계원리,365,365,0,퇴계원쌍용예가,59.74,202203,11,54500,14,2007,15,,중개거래,경기 남양주시
경기도,남양주시,평내동,,107-1,107,1,대명,131.52,202203,8,55000,13,2000,경춘로1308번길 8-12,,직거래,-
경기도,남양주시,화도읍,녹촌리,564,564,0,남양주라온프라이빗2단지,72.7131,202203,6,57500,14,2019,경춘보학2길 10,,중개거래,경기 남양주시
경기도,남양주시,화도읍,녹촌리,566,566,0,남양주라온프라이빗4단지,72.7131,202203,11,54500,19,2019,경춘보학1길 7,,중개거래,경기 남양주시
경기도,남양주시,화도읍,녹촌리,556,556,0,화도센트럴우방아이유쉘,111.61,202203,2,71000,7,2018,수레로1233번길 34,,중개거래,경기 남양주시
경기도,남양주시,화도읍,묵현리,596,596,0,경성큰마을(1단지),59.89,202203,6,25000,2,1998,경춘로 1605,,중개거래,경기 남양주시
경기도,남양주시,화도읍,묵현리,286-3,286,3,영진그린필,84.946,202203,10,34000,9,2003,경춘로 1790-1,,중개거래,서울 송파구
경기도,남양주시,화도읍,창현리,329-1,329,1,영남탑스빌,91.553,202203,15,35700,5,2000,수레로1120번길 33-1,,중개거래,경기 남양주시
경기도,동두천시,상패동,,2-53,2,53,동남,59.895,202203,4,8000,5,1993,상패로 187,,중개거래,경기 동두천시
경기도,동두천시,상패동,,2-53,2,53,동남,59.895,202203,13,10000,7,1993,상패로 187,,중개거래,경기 동두천시
경기도,동두천시,상패동,,61,61,0,상패주공,39.99,202203,15,8450,8,1997,어수로 29-16,,중개거래,경기 동두천시
경기도,동두천시,생연동,,251,251,0,동양아파트,59.94,202203,1,9000,3,1991,못골로49번길 2,,중개거래,경기 동두천시
경기도,동두천시,생연동,,251,251,0,동양아파트,59.94,202203,10,5800,6,1991,못골로49번길 2,,중개거래,경기 동두천시
경기도,동두천시,생연동,,464-8,464,8,동원아파트,59.94,202203,12,7000,4,1991,송터로 19,,직거래,-
경기도,동두천시,생연동,,715-1,715,1,부영아파트(5단지),59.8404,202203,12,22000,2,2004,동두천로 185,,중개거래,경기 동두천시
경기도,동두천시,생연동,,715-7,715,7,부영아파트(6단지),49.847,202203,4,20300,7,2003,동두천로 171,,중개거래,경기 동두천시
경기도,동두천시,생연동,,715-7,715,7,부영아파트(6단지),49.847,202203,5,18000,12,2003,동두천로 171,,중개거래,경기 동두천시
경기도,동두천시,생연동,,809,809,0,세아프라자,84.59,202203,9,14000,11,1993,큰시장로 64,,중개거래,경기 동두천시
경기도,동두천시,지행동,,692-6,692,6,부영아파트(9단지),84.9842,202203,18,30800,9,2004,동두천로 139,,중개거래,경기 동두천시
경기도,동두천시,지행동,,717-2,717,2,송내주공1단지,75.79,202203,2,28000,17,2004,지행로 16,,중개거래,경기 동두천시
경기도,동두천시,지행동,,717-2,717,2,송내주공1단지,84.87,202203,5,32800,13,2004,지행로 16,,중개거래,경기 동두천시
경기도,동두천시,지행동,,717-2,717,2,송내주공1단지,59.56,202203,16,26000,9,2004,지행로 16,,중개거래,경기 동두천시
경기도,동두천시,지행동,,722-5,722,5,송내주공2단지,59.56,202203,5,25400,7,2004,동두천로 89,,중개거래,경기 동두천시
경기도,동두천시,지행동,,722-5,722,5,송내주공2단지,59.56,202203,6,27200,13,2004,동두천로 89,,중개거래,경기 동두천시
경기도,동두천시,지행동,,722-5,722,5,송내주공2단지,51.88,202203,7,23300,6,2004,동두천로 89,,중개거래,경기 동두천시
경기도,동두천시,지행동,,282-5,282,5,지행현대1차아파트,59.84,202203,5,19500,16,1999,평화로 2316-20,,중개거래,경기 동두천시
경기도,부천시,괴안동,,175-6,175,6,대성(175-6),48.42,202203,9,18000,5,1988,경인로548번길 27-15,,중개거래,서울 구로구
경기도,부천시,괴안동,,107-11,107,11,대현8차,47.22,202203,8,17000,2,1987,부광로22번길 48,,중개거래,경기 부천시
경기도,부천시,괴안동,,204-5,204,5,삼익세라믹,42.93,202203,13,16500,1,1988,소안로 20,,직거래,-
경기도,부천시,괴안동,,44636,3,16,"한아름1차(가,나동)",34.83,202203,4,16400,4,1983,경인로 462,,중개거래,경기 부천시
경기도,부천시,괴안동,,산15,15,0,현대허니문,43.74,202203,9,21000,1,1988,안곡로30번길 27,,중개거래,경기 부천시
경기도,부천시,도당동,,109,109,0,삼보,51.57,202203,18,19900,3,1989,삼작로 267,,중개거래,경기 부천시
경기도,부천시,상동,,445,445,0,꿈동산(신안),170.333,202203,5,81000,4,1994,장말로 136,,중개거래,경기 부천시
경기도,부천시,상동,,551-1,551,1,푸른마을(창보),84.9641,202203,2,90000,6,2002,송내대로205번길 70,,중개거래,경기 부천시
경기도,부천시,소사본동,,133-12,133,12,부천소사역푸르지오,59.9241,202203,2,66000,1,2012,소삼로 47,,중개거래,경기 부천시
경기도,부천시,소사본동,,190-3,190,3,소라아파트,45.72,202203,11,12000,5,1989,호현로387번길 33,,직거래,-
경기도,부천시,소사본동,,135,135,0,소사에스케이뷰,84.9841,202203,1,66000,6,2004,소삼로 62,,중개거래,경기 부천시
경기도,부천시,소사본동,,411-1,411,1,주공뜨란채,84.85,202203,11,69000,13,2006,소사동로72번길 32,,중개거래,경기 부천시
경기도,부천시,송내동,,368,368,0,뉴서울,59.97,202203,9,48500,5,1995,중동로71번길 39,,중개거래,경기 부천시
경기도,부천시,송내동,,580,580,0,삼익1,62.46,202203,3,34000,2,1979,경인로134번길 51,,중개거래,경기 부천시
경기도,부천시,심곡동,,465-5,465,5,에코스마트2,21.01,202203,3,12000,11,2013,신흥로16번길 11,,직거래,-
경기도,부천시,심곡본동,,617-140,617,140,광희APT,37.65,202203,5,20700,5,1981,심곡로67번길 70-43,,중개거래,경기 부천시
경기도,부천시,심곡본동,,566-1,566,1,부천극동아파트,69.85,202203,15,35850,5,1980,성주로 226,,중개거래,경기 부천시
경기도,부천시,심곡본동,,666-4,666,4,코모도타워,20.01,202203,1,15450,11,2021,심곡로9번길 51,,중개거래,인천 부평구
경기도,부천시,여월동,,44827,9,23,창우노블리안,61.82,202203,3,34500,4,2019,성곡로40번길 32,,중개거래,경기 부천시
경기도,부천시,오정동,,732,732,0,오정휴먼시아3단지,59.95,202203,3,53800,12,2006,오정로 289,,중개거래,경기 부천시
경기도,부천시,오정동,,373,373,0,창보,78.24,202203,7,40000,1,1999,오정로 245,,중개거래,경기 부천시
경기도,부천시,옥길동,,739-1,739,1,제일풍경채제이드카운티2단지,74.96,202203,3,67000,5,2017,양지로 234-9,,중개거래,경기 부천시
경기도,부천시,원종동,,180-3,180,3,동진1,40.05,202203,8,16000,4,1987,고강로24번길 14,,중개거래,경기 부천시
경기도,부천시,중동,,1029,1029,0,금강마을(주공),42.75,202203,1,37000,4,1994,계남로 106,,중개거래,경기 부천시
경기도,부천시,중동,,1029,1029,0,금강마을(주공),41.85,202203,9,37500,12,1994,계남로 126,,중개거래,경기 부천시
경기도,부천시,중동,,1040,1040,0,덕유마을(주공3),58.74,202203,4,48000,10,1996,중동로 327,,중개거래,경기 부천시
경기도,부천시,중동,,1040,1040,0,덕유마을(주공3),47.4,202203,12,43000,9,1996,중동로 327,,중개거래,경기 부천시
경기도,부천시,중동,,1116,1116,0,리첸시아중동,140.61,202203,2,129000,8,2012,옥산로 7,20220310,중개거래,경기 부천시
경기도,부천시,중동,,1116,1116,0,리첸시아중동,140.61,202203,2,129000,8,2012,옥산로 7,,중개거래,경기 부천시
경기도,부천시,중동,,1176-2,1176,2,무지개마을(동신),84.6,202203,4,70500,16,1993,조마루로 212,,중개거래,경기 부천시
경기도,부천시,중동,,1178,1178,0,미리내마을(롯데1),33.54,202203,4,32000,8,1993,소향로 206,,중개거래,경기 부천시
경기도,부천시,중동,,1178,1178,0,미리내마을(삼성),54,202203,15,52300,18,1993,소향로 206,,중개거래,경기 부천시
경기도,부천시,중동,,1179,1179,0,미리내마을(한신),41.53,202203,3,36500,2,1994,조마루로285번길 47,,중개거래,경기 부천시
경기도,부천시,중동,,1118-1,1118,1,부천중동스타팰리움,59.9525,202203,5,57300,11,2017,부흥로 339,,중개거래,경기 부천시
경기도,부천시,중동,,1051,1051,0,설악마을(주공),44.1,202203,11,36500,8,1993,계남로 195,,중개거래,경기 부천시
경기도,부천시,중동,,1039,1039,0,은하마을(주공1),49.69,202203,2,45500,11,1995,중동로 301,,중개거래,경기 부천시
경기도,부천시,중동,,1170,1170,0,포도마을(영남),59.955,202203,5,59500,25,1994,조마루로 135,,중개거래,경기 부천시
경기도,성남분당구,금곡동,,176,176,0,청솔마을(계룡),84.97,202203,8,126500,9,1996,정자일로 30,,중개거래,경기 성남분당구
경기도,성남분당구,금곡동,,143,143,0,청솔마을(성원),101.88,202203,16,135000,10,1994,미금로 251,,중개거래,경기 성남분당구
경기도,성남분당구,금곡동,,181,181,0,청솔마을(한라),58.8,202203,2,105000,15,1995,정자일로 72,,중개거래,경기 성남분당구
경기도,성남분당구,분당동,,35,35,0,샛별마을(동성),84.82,202203,1,120000,2,1992,분당로 212,,중개거래,경기 성남분당구
경기도,성남분당구,서현동,,87,87,0,시범삼성,59.995,202203,14,120000,4,1991,중앙공원로 53,,중개거래,경기 성남분당구
경기도,성남분당구,서현동,,87,87,0,시범한신,84.69,202203,11,147000,5,1991,중앙공원로 53,,중개거래,경기 성남분당구
경기도,성남분당구,서현동,,301,301,0,효자촌(삼환),129.761,202203,1,150000,13,1992,불정로 361,,중개거래,경기 성남분당구
경기도,성남분당구,수내동,,24,24,0,양지마을(5단지)(한양501-514),35.1,202203,1,70800,10,1992,내정로165번길 35,,중개거래,경기 성남분당구
경기도,성남분당구,수내동,,24,24,0,양지마을(5단지)(한양515-529),134.55,202203,16,195000,4,1992,내정로165번길 35,,중개거래,경기 성남분당구
경기도,성남분당구,수내동,,75,75,0,푸른마을(쌍용),59.78,202203,3,90000,1,1992,백현로 265,,중개거래,경기 성남분당구
경기도,성남분당구,야탑동,,334,334,0,장미마을(현대),101.99,202203,4,133000,12,1993,장미로 101,,중개거래,"경기 성남분당구, 경기 성남중원구"
경기도,성남분당구,이매동,,100,100,0,이매촌(삼성),84.94,202203,12,136000,5,1994,양현로 192,,중개거래,경기 성남분당구
경기도,성남분당구,이매동,,124,124,0,이매촌(한신),66.27,202203,2,125000,13,1992,서현로 181,,중개거래,경기 성남분당구
경기도,성남분당구,정자동,,90,90,0,느티마을(4단지)(공무원),66.6,202203,1,130000,1,1994,느티로 70,,중개거래,경기 성남분당구
경기도,성남분당구,정자동,,215,215,0,더샵분당파크리버,84.9987,202203,4,130000,8,2021,돌마로 171,,중개거래,경기 성남분당구
경기도,성남수정구,고등동,,592,592,0,호반써밋판교밸리,84.9132,202203,3,122000,4,2019,고등로 34,,중개거래,경기 의왕시
경기도,성남중원구,상대원동,,279-1,279,1,선경2차,49.98,202203,14,55800,13,1994,금상로 134,,중개거래,경기 성남중원구
경기도,성남중원구,상대원동,,178-6,178,6,일성,67.68,202203,11,38500,3,1993,순환로198번길 12,,중개거래,경기 성남중원구
경기도,성남중원구,성남동,,2624,2624,0,삼아,61.68,202203,17,24000,4,2002,광명로134번길 3-4,,직거래,-
경기도,성남중원구,성남동,,3141,3141,0,수산리치빌(101동),84.959,202203,17,41000,13,2003,산성대로 132,,중개거래,경기 성남중원구
경기도,성남중원구,여수동,,600,600,0,센트럴타운(3단지),84.86,202203,8,95000,10,2012,성남대로 1000,,직거래,-
경기도,성남중원구,하대원동,,119,119,0,삼남,55.26,202203,13,34000,5,1986,둔촌대로217번길 11,,중개거래,경기 성남중원구
경기도,수원권선구,곡반정동,,579,579,0,한솔,84.834,202203,1,43500,14,2000,동수원로58번길 21,,중개거래,경기 수원권선구
경기도,수원권선구,권선동,,1274,1274,0,대원신동아,59.79,202203,1,33000,1,1996,권중로 136,,중개거래,경기 수원권선구
경기도,수원권선구,권선동,,1274,1274,0,대원신동아,59.88,202203,5,39200,10,1996,권중로 136,,중개거래,경기 수원권선구
경기도,수원권선구,권선동,,1274,1274,0,대원신동아,59.88,202203,5,37000,8,1996,권중로 136,,중개거래,경기 성남수정구
경기도,수원권선구,권선동,,1274,1274,0,대원신동아,59.88,202203,8,32000,2,1996,권중로 136,,중개거래,경기 수원권선구
경기도,수원권선구,권선동,,1015,1015,0,동양덱스빌,99.735,202203,3,20500,12,1997,권광로139번길 11,,중개거래,경기 화성시
경기도,수원권선구,권선동,,1265,1265,0,"보성,유원",60,202203,5,38500,6,1996,권중로 110,,중개거래,경기 수원권선구
경기도,수원권선구,권선동,,1238,1238,0,삼천리2차,59.955,202203,3,41000,7,1996,매탄로 25,,중개거래,경기 수원권선구
경기도,수원권선구,권선동,,1238,1238,0,삼천리2차,59.955,202203,9,40000,12,1996,매탄로 25,,중개거래,경기 수원권선구
경기도,수원권선구,권선동,,1337,1337,0,수원아이파크시티7단지,84.99,202203,10,84000,9,2016,덕영대로1190번길 100,,중개거래,경기 수원권선구
경기도,수원권선구,권선동,,1240,1240,0,현대,60,202203,11,42500,10,1996,매탄로 11,,중개거래,경기 수원권선구
경기도,수원권선구,금곡동,,1146,1146,0,호반 써밋 수원,84.9843,202203,11,77500,5,2017,매곡로 67,,중개거래,경기 수원권선구
경기도,수원권선구,당수동,,287,287,0,인정프린스,84.99,202203,3,36000,4,1998,당진로15번길 53,,중개거래,경기 수원권선구
경기도,수원권선구,당수동,,287,287,0,인정프린스,60,202203,3,28000,3,1998,당진로15번길 53,,중개거래,경기 수원권선구
경기도,수원권선구,당수동,,287,287,0,인정프린스,60,202203,7,33200,3,1998,당진로15번길 53,,중개거래,경기 수원권선구
경기도,수원권선구,당수동,,287,287,0,인정프린스,60,202203,7,32500,5,1998,당진로15번길 53,,중개거래,경기 수원권선구
경기도,수원권선구,서둔동,,371,371,0,센트라우스,84.9916,202203,3,60000,2,2005,세화로168번길 15,,직거래,-
경기도,수원권선구,세류동,,1270,1270,0,수원센트럴타운2단지,39.91,202203,5,43800,13,2015,세류로 39,,중개거래,"경기 수원권선구, 경기 화성시"
경기도,수원권선구,오목천동,,381,381,0,청구2,59.81,202203,15,50000,18,2002,매송고색로506번길 17,,직거래,-
경기도,수원권선구,입북동,,814,814,0,서수원레이크푸르지오1단지,84.948,202203,13,65000,23,2014,입북로77번길 62,,직거래,-
경기도,수원권선구,입북동,,814,814,0,서수원레이크푸르지오1단지,84.931,202203,16,59000,5,2014,입북로77번길 62,,중개거래,경기 수원영통구
경기도,수원권선구,탑동,,816-4,816,4,탑캐슬13차,59.44,202203,5,20000,4,2004,탑동로11번길 58-5,,중개거래,경기 수원권선구
경기도,수원영통구,망포동,,698,698,0,동수원LG빌리지3,79.0967,202203,5,58500,13,2003,영통로 111,,중개거래,경기 수원영통구
경기도,수원영통구,망포동,,686,686,0,동수원엘지빌리지1차,84.9688,202203,4,55000,3,2001,태장로82번길 32,,중개거래,"경기 수원권선구, 경기 수원영통구"
경기도,수원영통구,망포동,,766,766,0,영통아이파크캐슬1단지,84.69,202203,11,90500,11,2019,덕영대로 1410,,중개거래,경기 수원영통구
경기도,수원영통구,망포동,,760,760,0,영통아이파크캐슬2단지,84.69,202203,1,83000,9,2019,덕영대로 1400,,중개거래,경기 수원영통구
경기도,수원영통구,망포동,,726,726,0,이편한세상2차1단지,59.9158,202203,1,59500,4,2016,봉영로 1410-17,,중개거래,경기 수원영통구
경기도,수원영통구,망포동,,728,728,0,힐스테이트영통,84.8897,202203,1,95000,20,2017,덕영대로 1462-14,,중개거래,"경기 수원권선구, 경기 수원영통구"
경기도,수원영통구,망포동,,728,728,0,힐스테이트영통,84.8897,202203,1,92000,22,2017,덕영대로 1462-14,,중개거래,경기 수원영통구
경기도,수원영통구,망포동,,728,728,0,힐스테이트영통,71.2981,202203,9,81000,5,2017,덕영대로 1462-14,,중개거래,경기 수원영통구
경기도,수원영통구,망포동,,728,728,0,힐스테이트영통,84.5303,202203,9,93000,14,2017,덕영대로 1462-14,,중개거래,경기 수원영통구
경기도,수원영통구,망포동,,728,728,0,힐스테이트영통,84.5303,202203,14,93000,9,2017,덕영대로 1462-14,,중개거래,경기 수원영통구
경기도,수원영통구,망포동,,728,728,0,힐스테이트영통,84.8897,202203,16,92300,23,2017,덕영대로 1462-14,,중개거래,경기 수원영통구
경기도,수원영통구,망포동,,728,728,0,힐스테이트영통,84.5303,202203,16,95000,11,2017,덕영대로 1462-14,,중개거래,경기 수원영통구
경기도,수원영통구,망포동,,728,728,0,힐스테이트영통,84.8897,202203,18,110000,14,2017,덕영대로 1462-14,,직거래,-
경기도,수원영통구,망포동,,728,728,0,힐스테이트영통,84.5303,202203,18,110000,20,2017,덕영대로 1462-14,,직거래,-
경기도,수원영통구,매탄동,,810-2,810,2,동남,49.68,202203,2,38000,5,1989,동수원로 432,,중개거래,경기 수원영통구
경기도,수원영통구,매탄동,,1282,1282,0,주공그린빌5,49.8,202203,4,48000,17,2002,동탄원천로881번길 35,,중개거래,경기 수원영통구
경기도,수원영통구,영통동,,957-6,957,6,벽산(957-6),84.96,202203,5,72500,7,1997,청명로 132,,중개거래,경기 수원영통구
경기도,수원영통구,영통동,,973-3,973,3,벽적골우성,59.73,202203,5,57500,17,1998,영통로 232,,중개거래,경기 수원영통구
경기도,수원영통구,영통동,,972-2,972,2,벽적골주공휴먼시아8단지,59.99,202203,1,49000,4,1997,영통로290번길 26,,중개거래,경기 수원영통구
경기도,수원영통구,영통동,,973-3,973,3,벽적골한신,59.73,202203,1,49000,2,1997,영통로 232,,중개거래,경기 수원영통구
경기도,수원영통구,영통동,,963-2,963,2,신나무실신성,59.965,202203,3,49000,16,1997,매영로310번길 12,,직거래,-
경기도,수원영통구,영통동,,1154,1154,0,영통라온프라이빗,59.8334,202203,14,66000,5,2017,영통로200번길 111,,직거래,-
경기도,수원영통구,영통동,,955-1,955,1,황골마을주공1,59.99,202203,9,46000,10,1997,영통로 498,,중개거래,경기 수원영통구
경기도,수원영통구,원천동,,604,604,0,광교더샵,84.1755,202203,4,120000,30,2018,광교호수로 15,,중개거래,경기 수원영통구
경기도,수원영통구,이의동,,1332,1332,0,SummitPlace광교,116.705,202203,12,158000,29,2015,센트럴타운로 85,,중개거래,경기 수원영통구
경기도,수원영통구,하동,,994,994,0,광교호수마을호반써밋,84.94,202203,9,112000,13,2011,법조로 134,,중개거래,경기 수원영통구
경기도,수원장안구,율전동,,168-2,168,2,건우2차,45.57,202203,11,16000,1,1987,덕영대로381번길 66,,중개거래,경기 수원장안구
경기도,수원장안구,율전동,,322,322,0,늘푸른벽산,84.84,202203,3,45300,18,1998,율전로101번길 40,,중개거래,경기 수원장안구
경기도,수원장안구,율전동,,322,322,0,늘푸른벽산,36.54,202203,7,23000,12,1998,율전로101번길 40,,중개거래,경기 수원장안구
경기도,수원장안구,정자동,,36-20,36,20,가림,84.9,202203,15,39500,4,2007,송정로76번길 14,,중개거래,경기 수원장안구
경기도,수원장안구,정자동,,888-2,888,2,노을마을대동,59.97,202203,1,52000,14,2000,대평로39번길 8,,중개거래,경기 수원장안구
경기도,수원장안구,정자동,,880-3,880,3,백설마을삼환나우빌,59.83,202203,13,45000,14,1999,천천로22번길 34,,직거래,-
경기도,수원장안구,정자동,,945,945,0,수원 SK SKY VIEW,59.929,202203,8,45500,16,2013,이목로 24,,직거래,-
경기도,수원장안구,정자동,,44590,29,1,신미주,72.64,202203,8,33500,4,1991,수성로275번길 133,,중개거래,"경기 수원권선구, 경기 수원장안구"
경기도,수원장안구,조원동,,912,912,0,광교산임광그대가,59.6426,202203,7,52500,5,2010,수일로 205,,중개거래,경기 수원장안구
경기도,수원장안구,조원동,,881,881,0,한일타운대림,59.962,202203,5,56900,21,1999,경수대로976번길 22,,중개거래,"경기 수원장안구, 서울 강남구"
경기도,수원팔달구,우만동,,607,607,0,수원광교양우내안애애플아파트,13.73,202203,7,8000,2,2013,권광로367번길 11,,중개거래,경기 수원팔달구
경기도,수원팔달구,우만동,,607,607,0,수원광교양우내안애애플아파트,13.3,202203,7,8400,7,2013,권광로367번길 11,,중개거래,경기 수원팔달구
경기도,수원팔달구,우만동,,31107,85,3,우만R타워,19.18,202203,5,9800,11,2012,중부대로239번길 5,,중개거래,경기 수원팔달구
경기도,수원팔달구,우만동,,300,300,0,우만주공4단지,49.94,202203,12,41000,1,1992,창룡대로 194,,중개거래,경기 수원팔달구
경기도,수원팔달구,인계동,,319-6,319,6,신반포수원(한신),60.46,202203,11,29275,12,1980,장다리로306번길 13,,직거래,-
경기도,수원팔달구,지동,,312-1,312,1,여울,63.37,202203,2,12000,5,1979,팔달문로53번길 4,,직거래,-
